"y" "x1" "x2" "x3" "x4"
2.58433848496067 8.32990525983409 0.283080140267048 10.9703043026139 1
3.10831184254819 8.22729128709953 0.961279528523727 10.9169942166027 1
6.42648418459358 8.51557095574908 0.447315617025781 9.80254736982265 1
-1.17093708174637 7.70893432125503 0.0553399292078857 10.3573345911741 1
-0.571501982115724 8.03997325145267 0.116001913737459 10.9195071986531 1
4.28883892853387 8.39967686504671 1.53240555045486 10.9220126145382 1
-7.19933011776457 6.50751207917092 -1.57671979445757 9.16688312431155 1
6.37171778097769 8.9122532904485 0.681548334488722 10.767449958807 1
8.23810272161316 9.58739318233411 1.40078159879722 11.271153198755 1
0.652849791412684 8.10118981384023 -0.700845605091027 9.98344591502098 1
1.35430415369808 8.16117287164178 0.204868272733914 10.6840590848229 1
1.09682496253998 7.94152392974529 1.28148059087612 12.0113745812175 1
0.698524988790815 7.78115789792026 -0.649199686069643 8.74887602809513 1
-4.6324503751004 8.22581758675475 -1.07403692065339 10.8590534667789 1
-3.28560897737892 7.74414546654041 -0.491609366835822 10.9551689454217 1
-5.96398720478037 6.24953694160985 -1.62891450588244 8.91863666270998 1
7.78225443611685 8.87879721669374 0.952866532823738 9.42344108241342 1
0.612806846007275 8.59404035846057 -1.09487849004262 8.94365892135603 1
6.40966907171946 8.67832915385259 -0.293879206798034 8.11212725084756 1
-0.954165085005162 8.539638434452 -0.871757221417595 9.60001447741077 1
7.69502275371273 8.84878383517148 1.33961105691454 10.3702593146973 1
-1.68911057909346 7.50702097911878 0.0460307832557544 9.59298090810889 2
-5.35590780938523 7.3567779388797 -0.573296837868463 9.3923093005172 2
-2.18180316398193 7.63771480589493 2.00568645500008 11.3721715860214 2
-1.68483479586147 7.96449461882708 0.171800110935013 9.18464220698734 2
-0.656128813191846 8.60113977546119 0.0689790411151996 10.7609344611481 2
-7.07821986933959 8.25679419055575 -0.957136513403218 10.0258460640034 2
-0.0729133003367013 8.14985297058462 1.5248178811505 11.3436088487901 2
-3.82816784556748 8.39838033862482 0.280670217763575 10.400722397386 2
0.626717374600658 7.92966221832614 -0.239442514838107 8.42400892592448 2
-3.55453626163963 7.28718337177999 -0.792544753934432 8.2657971491299 2
-3.53890024536037 7.43566772879347 0.0756109854210661 9.63148626801163 2
-3.09779369741902 7.65498990609549 1.03492062586121 10.3617598325891 2
